Date,High,Low,Open,Close,Volume,Adj Close
2017-11-13,94.95999908447266,93.9000015258789,94.5,94.7300033569336,488200.0,81.1698989868164
2017-11-14,95.11000061035156,93.9000015258789,94.48999786376953,94.91999816894531,437400.0,81.33268737792969
2017-11-15,95.43000030517578,93.05999755859375,94.80999755859375,93.4000015258789,931700.0,80.03026580810547
2017-11-16,94.55000305175781,92.83999633789062,93.2300033569336,94.31999969482422,521400.0,80.81856536865234
2017-11-17,94.43000030517578,92.52999877929688,93.87999725341797,93.08000183105469,684700.0,79.75607299804688
2017-11-20,93.5,92.68000030517578,93.16000366210938,93.0,556800.0,79.68753051757812
2017-11-21,94.0999984741211,93.33000183105469,93.33000183105469,93.81999969482422,1120000.0,80.39014434814453
2017-11-22,93.7300033569336,92.9000015258789,93.22000122070312,93.18000030517578,644800.0,79.84176635742188
2017-11-24,94.41000366210938,93.27999877929688,93.44999694824219,93.9000015258789,229900.0,80.45869445800781
2017-11-27,94.66000366210938,93.0,93.88999938964844,93.01000213623047,496100.0,79.69609832763672
2017-11-28,93.16000366210938,91.69000244140625,92.91000366210938,92.01000213623047,747200.0,78.83924102783203
2017-11-29,92.41000366210938,91.26000213623047,91.81999969482422,91.58999633789062,1228500.0,78.47936248779297
2017-11-30,92.19000244140625,91.20999908447266,91.94000244140625,91.27999877929688,1891300.0,78.21372985839844
2017-12-01,92.1500015258789,91.0999984741211,91.44999694824219,91.7699966430664,507500.0,78.63357543945312
2017-12-04,92.33000183105469,91.61000061035156,92.08999633789062,91.95999908447266,565500.0,78.79637908935547
2017-12-05,92.11000061035156,91.05999755859375,91.97000122070312,91.08999633789062,564700.0,78.05094909667969
2017-12-06,91.5,90.87999725341797,91.18000030517578,91.44000244140625,350800.0,78.35082244873047
2017-12-07,92.1500015258789,91.11000061035156,91.41000366210938,91.94000244140625,749500.0,78.7792739868164
2017-12-08,92.58000183105469,91.3499984741211,92.11000061035156,92.16000366210938,356500.0,78.96776580810547
2017-12-11,92.56999969482422,92.05999755859375,92.2300033569336,92.36000061035156,438000.0,79.1391372680664
2017-12-12,93.55999755859375,91.47000122070312,92.19000244140625,93.5,566300.0,80.11595916748047
2017-12-13,93.86000061035156,92.55999755859375,93.5199966430664,92.5999984741211,570900.0,79.34478759765625
