Date,High,Low,Open,Close,Volume,Adj Close
2017-11-13,99.69000244140625,98.31999969482422,98.31999969482422,99.5999984741211,1367100.0,98.4642105102539
2017-11-14,101.48999786376953,99.13999938964844,99.44999694824219,101.33999633789062,1072200.0,100.18436431884766
2017-11-15,101.30000305175781,99.02999877929688,101.01000213623047,99.38999938964844,1131300.0,98.2566146850586
2017-11-16,101.12000274658203,99.69999694824219,99.83999633789062,100.22000122070312,861800.0,99.07716369628906
2017-11-17,100.16999816894531,99.41000366210938,99.83000183105469,100.02999877929688,622800.0,98.88931274414062
2017-11-20,101.55999755859375,100.19999694824219,100.4800033569336,101.08000183105469,695900.0,99.92733764648438
2017-11-21,103.20999908447266,101.19000244140625,101.5199966430664,103.20999908447266,1017400.0,102.03304290771484
2017-11-22,103.37000274658203,102.08999633789062,103.16999816894531,102.43000030517578,659500.0,101.26194763183594
2017-11-24,103.51000213623047,102.47000122070312,102.61000061035156,103.47000122070312,266000.0,102.29008483886719
2017-11-27,104.19000244140625,102.73999786376953,103.77999877929688,103.88999938964844,686300.0,102.70530700683594
2017-11-28,104.9000015258789,103.43000030517578,104.3499984741211,103.55000305175781,838200.0,102.36915588378906
2017-11-29,103.66999816894531,98.88999938964844,103.66999816894531,98.95999908447266,1837200.0,97.83150482177734
2017-11-30,100.75,98.7300033569336,99.45999908447266,100.55999755859375,1725700.0,99.41326141357422
2017-12-01,101.01000213623047,98.31999969482422,100.45999908447266,100.75,1093300.0,99.60108947753906
2017-12-04,101.48999786376953,95.31999969482422,101.25,95.95999908447266,2118900.0,94.86571502685547
2017-12-05,97.66999816894531,95.37000274658203,95.95999908447266,96.62999725341797,1328600.0,95.52808380126953
2017-12-06,98.4800033569336,96.33999633789062,96.6500015258789,97.19000244140625,1630700.0,96.08171081542969
2017-12-07,99.56999969482422,97.45999908447266,97.45999908447266,99.19000244140625,709800.0,98.05890655517578
2017-12-08,99.8499984741211,99.0,99.38999938964844,99.37000274658203,639000.0,98.23685455322266
2017-12-11,100.51000213623047,98.81999969482422,99.18000030517578,100.22000122070312,866200.0,99.07716369628906
2017-12-12,100.7300033569336,99.6500015258789,99.66000366210938,100.13999938964844,892700.0,98.99805450439453
2017-12-13,101.37000274658203,99.06999969482422,100.43000030517578,99.36000061035156,1049800.0,98.22693634033203
2017-12-14,100.16999816894531,99.31999969482422,99.5,99.54000091552734,1269900.0,98.41478729248047
2017-12-15,101.44999694824219,99.5999984741211,100.13999938964844,100.83000183105469,2747300.0,99.6902084350586
2017-12-18,102.2699966430664,100.63999938964844,101.55000305175781,101.36000061035156,1003700.0,100.21424102783203
2017-12-19,102.88999938964844,100.86000061035156,101.37999725341797,102.72000122070312,1218000.0,101.55886840820312
2017-12-20,103.38999938964844,101.62999725341797,102.81999969482422,101.72000122070312,733900.0,100.5701675415039
2017-12-21,102.2300033569336,99.81999969482422,102.04000091552734,100.37000274658203,1119000.0,99.23543548583984
2017-12-22,100.63999938964844,99.95999908447266,100.30000305175781,100.36000061035156,548300.0,99.22552490234375
2017-12-26,101.01000213623047,99.56999969482422,100.05999755859375,100.7300033569336,440700.0,99.59135437011719
